Orginal File Name:,DP-JTT-2018_1_3_1657.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_3_1657,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
73,01000110,6,235.685,NaN,NA,NA,
73,01000110,7,236.353,0.666,-1,1,
73,01101011,2,236.372,NaN,NA,NA,
74,01101011,3,236.372,NaN,NA,NA,
74,01101011,4,237.374,NaN,NA,NA,
74,01101011,5,237.579,NaN,NA,16520.bmp,A234.bmp,
74,01101011,6,238.58100000000002,NaN,NA,NA,
74,01101011,7,239.793,1.209,-1,1,
74,10111110,2,239.812,NaN,NA,NA,
75,10111110,3,239.812,NaN,NA,NA,
75,10111110,4,240.81300000000002,NaN,NA,NA,
75,10111110,5,241.016,NaN,NA,27900.bmp,A66.bmp,
75,10111110,6,242.019,NaN,NA,NA,
75,10111110,7,242.571,0.55,1,1,
75,01000110,2,242.589,NaN,NA,NA,
76,01000110,3,242.589,NaN,NA,NA,
76,01000110,4,243.59,NaN,NA,NA,
76,01000110,5,243.79,NaN,NA,19163.bmp,A244.bmp,
76,01000110,6,244.29500000000002,NaN,NA,NA,
76,01000110,7,244.885,0.587,-1,1,
76,10001100,2,244.903,NaN,NA,NA,
77,10001100,3,244.903,NaN,NA,NA,
77,10001100,4,245.90800000000002,NaN,NA,NA,
77,10001100,5,246.114,NaN,NA,27280.bmp,A44.bmp,
77,10001100,6,247.11700000000002,NaN,NA,NA,
77,10001100,7,247.803,0.684,-1,1,
