Orginal File Name:,DP-JamesTest-2018_1_4_1233.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_4_1233,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
38,10100110,7,125.982,0.402,-1,1,
38,00101110,2,125.99900000000001,NaN,NA,NA,
39,00101110,3,125.99900000000001,NaN,NA,NA,
39,00101110,4,127.004,NaN,NA,NA,
39,00101110,5,127.205,NaN,NA,07233.bmp,A182.bmp,
39,00101110,6,128.207,NaN,NA,NA,
39,00101110,7,128.734,0.526,-1,1,
39,10101000,2,128.752,NaN,NA,NA,
40,10101000,3,128.752,NaN,NA,NA,
40,10101000,4,129.755,NaN,NA,NA,
40,10101000,5,129.959,NaN,NA,27502.bmp,A62.bmp,
40,10101000,6,130.965,NaN,NA,NA,
40,10101000,7,131.327,0.361,-1,2,
40,10101000,8,131.327,NaN,NA,NA,
40,00011101,2,134.354,NaN,NA,NA,
41,00011101,3,134.354,NaN,NA,NA,
41,00011101,4,135.357,NaN,NA,NA,
41,00011101,5,135.561,NaN,NA,04000.bmp,A14.bmp,
41,00011101,6,136.56300000000002,NaN,NA,NA,
41,00011101,7,137.263,0.6990000000000001,1,1,
41,00100111,2,137.281,NaN,NA,NA,
42,00100111,3,137.281,NaN,NA,NA,
42,00100111,4,138.281,NaN,NA,NA,
42,00100111,5,138.483,NaN,NA,07705.bmp,A202.bmp,
42,00100111,6,138.986,NaN,NA,NA,
42,00100111,7,140.24,1.252,-1,2,
42,00100111,8,140.24,NaN,NA,NA,
42,10011011,2,143.262,NaN,NA,NA,
43,10011011,3,143.262,NaN,NA,NA,
43,10011011,4,144.263,NaN,NA,NA,
43,10011011,5,144.468,NaN,NA,25623.bmp,A364.bmp,
43,10011011,6,145.473,NaN,NA,NA,
43,10011011,7,147.726,2.2520000000000002,1,1,
43,10011111,2,147.742,NaN,NA,NA,
44,10011111,3,147.742,NaN,NA,NA,
44,10011111,4,148.745,NaN,NA,NA,
44,10011111,5,148.947,NaN,NA,25800.bmp,A372.bmp,
44,10011111,6,149.948,NaN,NA,NA,
44,10011111,7,150.542,0.592,1,2,
44,10011111,8,150.542,NaN,NA,NA,
44,10011011,2,153.568,NaN,NA,NA,
45,10011011,3,153.568,NaN,NA,NA,
45,10011011,4,154.568,NaN,NA,NA,
45,10011011,5,154.774,NaN,NA,28021.bmp,A68.bmp,
45,10011011,6,155.779,NaN,NA,NA,
45,10011011,7,156.293,0.513,1,1,
45,00101110,2,156.312,NaN,NA,NA,
46,00101110,3,156.312,NaN,NA,NA,
46,00101110,4,157.31300000000002,NaN,NA,NA,
46,00101110,5,157.51500000000001,NaN,NA,07038.bmp,A158.bmp,
46,00101110,6,158.51500000000001,NaN,NA,NA,
46,00101110,7,159.229,0.712,-1,1,
46,10010101,2,159.246,NaN,NA,NA,
47,10010101,3,159.246,NaN,NA,NA,
47,10010101,4,160.249,NaN,NA,NA,
47,10010101,5,160.453,NaN,NA,27250.bmp,A40.bmp,
47,10010101,6,160.958,NaN,NA,NA,
47,10010101,7,162.487,1.528,1,2,
47,10010101,8,162.487,NaN,NA,NA,
47,01011101,2,165.513,NaN,NA,NA,
48,01011101,3,165.513,NaN,NA,NA,
48,01011101,4,166.518,NaN,NA,NA,
48,01011101,5,166.721,NaN,NA,19420.bmp,A276.bmp,
48,01011101,6,167.726,NaN,NA,NA,
48,01011101,7,168.197,0.47000000000000003,1,1,
48,10110010,2,168.215,NaN,NA,NA,
49,10110010,3,168.215,NaN,NA,NA,
49,10110010,4,169.216,NaN,NA,NA,
49,10110010,5,169.418,NaN,NA,27481.bmp,A6.bmp,
49,10110010,6,169.923,NaN,NA,NA,
49,10110010,7,170.46,0.536,1,1,
49,10010111,2,170.478,NaN,NA,NA,
50,10010111,3,170.478,NaN,NA,NA,
50,10010111,4,171.483,NaN,NA,NA,
50,10010111,5,171.68800000000002,NaN,NA,28032.bmp,A70.bmp,
50,10010111,6,172.19400000000002,NaN,NA,NA,
50,10010111,7,172.703,0.507,1,1,
50,01001110,2,172.721,NaN,NA,NA,
51,01001110,3,172.721,NaN,NA,NA,
51,01001110,4,173.726,NaN,NA,NA,
51,01001110,5,173.927,NaN,NA,19432.bmp,A286.bmp,
51,01001110,6,174.928,NaN,NA,NA,
51,01001110,7,175.566,0.636,-1,1,
51,00011001,2,175.583,NaN,NA,NA,
52,00011001,3,175.583,NaN,NA,NA,
52,00011001,4,176.586,NaN,NA,NA,
52,00011001,5,176.792,NaN,NA,08065.bmp,A206.bmp,
52,00011001,6,177.797,NaN,NA,NA,
52,00011001,7,178.16400000000002,0.366,1,1,
52,01111111,2,178.18200000000002,NaN,NA,NA,
53,01111111,3,178.18200000000002,NaN,NA,NA,
53,01111111,4,179.183,NaN,NA,NA,
53,01111111,5,179.385,NaN,NA,19903.bmp,A316.bmp,
53,01111111,6,180.385,NaN,NA,NA,
53,01111111,7,180.838,0.451,1,1,
53,10001111,2,180.855,NaN,NA,NA,
54,10001111,3,180.855,NaN,NA,NA,
54,10001111,4,181.86,NaN,NA,NA,
54,10001111,5,182.064,NaN,NA,22530.bmp,A358.bmp,
54,10001111,6,183.065,NaN,NA,NA,
54,10001111,7,183.576,0.51,-1,1,
54,00010101,2,183.594,NaN,NA,NA,
55,00010101,3,183.594,NaN,NA,NA,
55,00010101,4,184.596,NaN,NA,NA,
55,00010101,5,184.799,NaN,NA,02393.bmp,A12.bmp,
55,00010101,6,185.302,NaN,NA,NA,
55,00010101,7,185.852,0.549,1,2,
55,00010101,8,185.852,NaN,NA,NA,
55,00010011,2,188.876,NaN,NA,NA,
56,00010011,3,188.876,NaN,NA,NA,
56,00010011,4,189.87800000000001,NaN,NA,NA,
56,00010011,5,190.083,NaN,NA,02102.bmp,A108.bmp,
56,00010011,6,190.588,NaN,NA,NA,
56,00010011,7,191.088,0.499,1,1,
56,10010110,2,191.106,NaN,NA,NA,
57,10010110,3,191.106,NaN,NA,NA,
57,10010110,4,192.107,NaN,NA,NA,
57,10010110,5,192.309,NaN,NA,21601.bmp,A34.bmp,
57,10010110,6,192.809,NaN,NA,NA,
57,10010110,7,193.39600000000002,0.586,1,1,
57,10011110,2,193.41400000000002,NaN,NA,NA,
58,10011110,3,193.41400000000002,NaN,NA,NA,
58,10011110,4,194.418,NaN,NA,NA,
58,10011110,5,194.622,NaN,NA,28540.bmp,A96.bmp,
58,10011110,6,195.624,NaN,NA,NA,
58,10011110,7,196.181,0.556,1,1,
58,10000111,2,196.198,NaN,NA,NA,
59,10000111,3,196.198,NaN,NA,NA,
59,10000111,4,197.203,NaN,NA,NA,
59,10000111,5,197.405,NaN,NA,21441.bmp,A332.bmp,
59,10000111,6,197.907,NaN,NA,NA,
59,10000111,7,198.61,0.7020000000000001,-1,2,
59,10000111,8,198.61,NaN,NA,NA,
59,10010111,2,201.638,NaN,NA,NA,
60,10010111,3,201.638,NaN,NA,NA,
60,10010111,4,202.638,NaN,NA,NA,
60,10010111,5,202.839,NaN,NA,25875.bmp,A376.bmp,
60,10010111,6,203.34300000000002,NaN,NA,NA,
60,10010111,7,204.532,1.188,1,1,
60,10000100,2,204.55100000000002,NaN,NA,NA,
61,10000100,3,204.55100000000002,NaN,NA,NA,
61,10000100,4,205.55100000000002,NaN,NA,NA,
61,10000100,5,205.75300000000001,NaN,NA,25200.bmp,A362.bmp,
61,10000100,6,206.254,NaN,NA,NA,
61,10000100,7,207.109,0.854,-1,2,
61,10000100,8,207.109,NaN,NA,NA,
61,01011000,2,210.131,NaN,NA,NA,
62,01011000,3,210.131,NaN,NA,NA,
62,01011000,4,211.133,NaN,NA,NA,
62,01011000,5,211.336,NaN,NA,19075.bmp,A242.bmp,
62,01011000,6,212.341,NaN,NA,NA,
62,01011000,7,213.044,0.7020000000000001,1,2,
62,01011000,8,213.044,NaN,NA,NA,
62,10011111,2,216.072,NaN,NA,NA,
63,10011111,3,216.072,NaN,NA,NA,
63,10011111,4,217.077,NaN,NA,NA,
63,10011111,5,217.279,NaN,NA,27291.bmp,A52.bmp,
63,10011111,6,218.282,NaN,NA,NA,
63,10011111,7,244.09,25.807000000000002,1,2,
63,10011111,8,244.09,NaN,NA,NA,
63,10001000,2,247.115,NaN,NA,NA,
64,10001000,3,247.115,NaN,NA,NA,
64,10001000,4,248.11700000000002,NaN,NA,NA,
64,10001000,5,248.31900000000002,NaN,NA,21810.bmp,A348.bmp,
64,10001000,6,249.31900000000002,NaN,NA,NA,
64,10001000,7,249.827,0.507,-1,1,
64,01011110,9,249.83,NaN,NA,NA,
64,01011110,9,249.83,3.378,0,NA,
64,01011110,2,253.219,NaN,NA,NA,
65,01011110,3,253.219,NaN,NA,NA,
65,01011110,4,254.219,NaN,NA,NA,
65,01011110,5,254.42000000000002,NaN,NA,12750.bmp,A22.bmp,
65,01011110,6,255.422,NaN,NA,NA,
65,01011110,7,256.88100000000003,1.458,1,2,
65,01011110,8,256.88100000000003,NaN,NA,NA,
65,10110101,2,259.906,NaN,NA,NA,
66,10110101,3,259.906,NaN,NA,NA,
66,10110101,4,260.907,NaN,NA,NA,
66,10110101,5,261.111,NaN,NA,21590.bmp,A338.bmp,
66,10110101,6,261.616,NaN,NA,NA,
66,10110101,7,262.178,0.561,1,1,
66,00111001,2,262.196,NaN,NA,NA,
67,00111001,3,262.196,NaN,NA,NA,
67,00111001,4,263.201,NaN,NA,NA,
67,00111001,5,263.402,NaN,NA,07041.bmp,A160.bmp,
67,00111001,6,264.407,NaN,NA,NA,
67,00111001,7,264.909,0.501,1,1,
