Orginal File Name:,DP-JT3-2018_5_3_1726.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36,IP: ::ffff:127.0.0.1,Time:,2018_5_3_1726,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
53,10001111,4,245.934,NaN,NA,NA,
53,10001111,5,246.138,NaN,NA,22040.bmp,A357.bmp,
53,10001111,6,247.144,NaN,NA,NA,
53,10001111,7,247.217,0.07200000000000001,-1,2,
53,10001111,8,247.217,NaN,NA,NA,
53,00101010,2,250.238,NaN,NA,NA,
54,00101010,3,250.238,NaN,NA,NA,
54,00101010,4,251.24200000000002,NaN,NA,NA,
54,00101010,5,251.448,NaN,NA,07019.bmp,A173.bmp,
54,00101010,6,252.451,NaN,NA,NA,
54,00101010,7,252.454,0.002,-1,1,
54,10101111,2,252.46800000000002,NaN,NA,NA,
55,10101111,3,252.46800000000002,NaN,NA,NA,
55,10101111,4,253.47,NaN,NA,NA,
55,10101111,5,253.671,NaN,NA,22395.bmp,A379.bmp,
55,10101111,6,254.67600000000002,NaN,NA,NA,
55,10101111,7,254.752,0.074,-1,1,
55,10000111,2,254.76500000000001,NaN,NA,NA,
56,10000111,3,254.76500000000001,NaN,NA,NA,
56,10000111,4,255.77100000000002,NaN,NA,NA,
56,10000111,5,255.973,NaN,NA,22331.bmp,A373.bmp,
56,10000111,6,256.473,NaN,NA,NA,
56,10000111,7,256.498,0.023,-1,2,
56,10000111,8,256.498,NaN,NA,NA,
56,01011000,2,259.521,NaN,NA,NA,
57,01011000,3,259.521,NaN,NA,NA,
57,01011000,4,260.525,NaN,NA,NA,
57,01011000,5,260.73,NaN,NA,129001.bmp,A233.bmp,
57,01011000,6,261.732,NaN,NA,NA,
57,01011000,7,261.735,0.002,1,1,
57,01010001,2,261.749,NaN,NA,NA,
58,01010001,3,261.749,NaN,NA,NA,
