Orginal File Name:,CT-JTESTPANAS-2018_5_4_1054.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36,IP: undefined,Time:,2018_5_4_1054,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_type,trial_number,block_num,egg_x_position,egg_y_position,absolute_time_ms,response_time,response,result
main,37,1,-469,174,454.853,0.19,1,1,
main,38,1,-148,-318,455.208,0.074,1,1,
main,39,1,-323,-61,455.669,0.17300000000000001,1,1,
main,40,1,-545,-126,456.265,0.311,1,1,
main,41,1,-407,188,456.62600000000003,0.079,1,1,
main,42,1,-183,249,456.966,0.055,1,1,
main,43,1,-467,-47,457.285,0.037,1,1,
main,44,1,-486,-110,457.624,0.061,1,1,
main,45,1,-279,313,458.108,0.203,1,1,
main,46,1,-494,173,458.467,0.079,1,1,
main,47,1,-127,27,458.899,0.152,1,1,
main,48,1,-149,-50,459.363,0.185,1,2,
main,49,1,99,-163,459.854,0.091,1,2,
main,50,1,247,57,460.29900000000004,0.024,2,1,
main,51,1,7,96,460.904,0.323,2,1,
main,52,1,680,107,461.281,0.095,2,1,
main,53,1,309,-4,461.576,0.012,2,1,
main,54,1,25,27,461.873,0.019,2,1,
main,55,1,63,64,462.172,0.016,2,1,
main,56,1,490,-64,462.469,0.018000000000000002,2,1,
main,57,1,379,-110,462.75,0.004,2,2,
main,58,1,-262,152,463.22,0.064,2,2,
main,59,1,-354,-206,463.743,0.121,1,1,
main,60,1,-608,294,464.11400000000003,0.091,1,1,
main,61,1,-387,-41,464.46500000000003,0.065,1,1,
main,62,1,-192,18,464.769,0.025,1,2,
main,63,1,263,241,465.249,0.063,1,2,
main,64,1,379,122,465.73900000000003,0.084,1,1,
main,65,1,-389,71,466.242,0.225,1,1,
main,66,1,-469,-150,466.613,0.088,1,1,
main,67,1,-256,-113,466.961,0.064,1,1,
main,68,1,-255,114,467.47200000000004,0.228,1,1,
main,69,1,-33,-82,467.803,0.049,1,1,
main,70,1,-357,228,468.141,0.059000000000000004,1,1,
main,71,1,-284,-124,468.442,0.023,1,1,
main,72,1,-254,190,468.747,0.027,1,1,
main,73,1,-336,83,469.044,0.019,1,1,
main,74,1,-72,68,469.34700000000004,0.021,1,1,
main,75,1,-283,-36,469.652,0.021,1,1,
main,76,1,-261,38,469.976,0.037,1,1,
main,77,1,-586,-212,470.27,0.014,1,1,
main,78,1,-279,-153,470.556,0.009000000000000001,1,1,
main,79,1,-384,83,470.887,0.052000000000000005,1,1,
main,80,1,-325,207,471.185,0.013000000000000001,1,2,
main,81,1,275,3,471.635,0.042,1,2,
main,82,1,410,20,472.115,0.068,1,2,
main,83,1,169,100,472.642,0.117,2,1,
main,84,1,140,229,473.123,0.201,2,1,
main,85,1,263,12,473.428,0.024,2,1,
main,86,1,293,-157,473.748,0.047,2,1,
main,87,1,315,-111,474.075,0.051000000000000004,2,1,
main,88,1,525,60,474.545,0.187,2,1,
main,89,1,212,46,474.862,0.033,2,2,
main,90,1,-283,-59,475.51,0.233,2,2,
main,91,1,-85,14,476.047,0.12,2,1,
main,92,1,250,209,476.455,0.127,2,1,
main,93,1,-80,-82,476.82300000000004,0.08600000000000001,2,2,
main,94,1,-451,-82,477.276,0.057,2,2,
main,95,1,-245,-53,477.701,0.025,2,1,
main,96,1,300,27,478.05400000000003,0.077,2,1,
main,97,1,285,30,478.38100000000003,0.048,2,1,
main,98,1,-181,30,478.71000000000004,0.05,2,1,
main,99,1,287,-40,479.055,0.07,2,1,
main,100,1,271,-51,479.38300000000004,0.059000000000000004,2,1,
main,101,1,214,105,479.915,0.253,2,1,
main,102,1,407,330,480.28000000000003,0.082,2,1,
main,103,1,273,-1,480.8,0.23900000000000002,2,1,
main,104,1,167,-13,481.12,0.04,2,1,
main,105,1,346,-14,481.519,0.11900000000000001,2,1,
main,106,1,391,87,482.036,0.234,2,1,
main,107,1,92,-41,482.361,0.048,2,1,
main,108,1,546,-100,482.701,0.06,2,1,
main,109,1,359,134,483.339,0.354,2,1,
main,110,1,305,-114,483.692,0.064,2,1,
main,111,1,221,-188,484.077,0.105,2,1,
main,112,1,250,-37,484.829,0.47400000000000003,2,2,
main,113,1,-517,143,485.39300000000003,0.161,2,2,
main,114,1,-510,-130,485.826,0.019,1,2,
main,115,1,323,-186,486.35900000000004,0.122,1,2,
main,116,1,417,-240,487.334,0.5640000000000001,2,1,
main,117,1,314,-37,487.634,0.014,2,1,
main,118,1,239,48,488.132,0.218,2,1,
main,119,1,275,155,488.451,0.036000000000000004,2,1,
main,120,1,274,89,488.736,0.006,2,1,
main,121,1,346,44,489.063,0.047,2,1,
main,122,1,158,37,489.51,0.168,2,1,
main,123,1,256,65,489.848,0.068,2,1,
main,124,1,-19,95,490.165,0.032,2,1,
main,125,1,359,-220,490.66700000000003,0.221,2,1,
main,126,1,429,279,490.981,0.05,2,1,
main,127,1,50,-102,491.464,0.219,2,1,
main,128,1,292,111,491.789,0.05,2,2,
main,129,1,-287,89,492.271,0.063,2,2,
main,130,1,140,4,493.057,0.378,2,2,
main,131,1,-328,-1,493.562,0.098,1,1,
main,132,1,-392,-18,493.921,0.08,1,1,
main,133,1,-357,149,494.25100000000003,0.049,1,1,
main,134,1,-261,95,494.57300000000004,0.036000000000000004,1,1,
main,135,1,-241,183,494.879,0.024,1,1,
main,136,1,-503,-182,495.17,0.013000000000000001,1,1,
main,137,1,-395,211,495.47200000000004,0.02,1,1,
main,138,1,-404,-198,495.85,0.096,1,2,
main,139,1,91,190,496.38100000000003,0.12,1,2,
main,140,1,204,-130,496.913,0.115,1,2,
main,141,1,126,-188,497.601,0.275,1,2,
main,142,1,235,-228,498.219,0.20600000000000002,1,2,
main,143,1,202,-53,498.64,0.012,2,1,
main,144,1,492,-248,499.547,0.622,2,1,
main,145,1,346,-199,499.928,0.098,2,1,
main,146,1,404,-161,500.332,0.11900000000000001,2,1,
main,147,1,172,143,500.681,0.064,2,1,
main,148,1,408,-289,501.19800000000004,0.23500000000000001,2,1,
main,149,1,366,281,501.567,0.08600000000000001,2,1,
main,150,1,427,24,501.88,0.035,2,1,
main,151,1,180,115,502.943,0.78,2,1,
main,152,1,396,-99,503.389,0.17,2,1,
main,153,1,501,-22,503.772,0.10400000000000001,2,1,
main,154,1,417,-106,504.181,0.127,2,2,
main,155,1,-323,51,504.742,0.14400000000000002,1,1,
main,156,1,-202,176,505.058,0.033,1,1,
main,157,1,-208,-151,505.35200000000003,0.011,1,1,
main,158,1,-324,206,505.718,0.08700000000000001,1,1,
main,159,1,-404,-37,506.072,0.075,1,1,
main,160,1,-201,-2,506.458,0.108,1,1,
main,161,1,-506,-123,506.813,0.079,1,2,
main,162,1,97,-56,507.42400000000004,0.201,1,2,
main,163,1,240,78,507.901,0.069,1,2,
main,164,1,252,-263,508.423,0.107,2,1,
main,165,1,371,-29,508.93,0.223,2,1,
main,166,1,584,-22,509.278,0.07100000000000001,2,1,
main,167,1,295,-78,509.59700000000004,0.039,2,1,
main,168,1,262,-15,509.921,0.042,2,1,
main,169,1,385,21,510.281,0.08,2,1,
main,170,1,69,201,510.683,0.121,2,1,
main,171,1,237,-77,511.075,0.106,2,1,
main,172,1,251,141,511.452,0.097,2,1,
main,173,1,317,-284,511.909,0.178,2,1,
main,174,1,331,-5,512.3100000000001,0.11900000000000001,2,1,
main,175,1,562,-156,512.6370000000001,0.048,2,1,
main,176,1,276,-49,512.987,0.068,2,1,
main,177,1,164,-135,513.94,0.668,2,1,
main,178,1,245,-183,514.322,0.101,2,1,
main,179,1,612,-144,514.734,0.128,2,1,
main,180,1,135,-283,515.284,0.27,2,1,
main,181,1,405,-60,515.599,0.038,2,1,
main,182,1,405,-62,515.885,0.007,2,1,
main,183,1,313,-148,516.181,0.014,2,1,
main,184,1,159,262,516.594,0.132,2,1,
main,185,1,335,63,516.8820000000001,0.006,2,1,
main,186,1,216,-338,517.171,0.012,2,1,
main,187,1,324,170,517.587,0.135,2,2,
main,188,1,-200,-182,518.0020000000001,0.018000000000000002,2,2,
main,189,1,-250,-72,518.607,0.20700000000000002,1,1,
main,190,1,-472,57,518.933,0.05,1,1,
main,191,1,-455,118,519.2330000000001,0.02,1,1,
main,192,1,-436,-196,519.535,0.022,1,1,
main,193,1,-288,-52,519.889,0.081,1,1,
main,194,1,-192,-116,520.201,0.033,1,1,
main,195,1,-408,38,520.533,0.051000000000000004,1,1,
main,196,1,-130,133,520.96,0.147,1,1,
main,197,1,-336,-15,522.491,1.252,1,1,
main,198,1,-365,-266,523.095,0.324,2,2,
main,199,1,-267,-44,523.686,0.181,1,2,
main,200,1,341,-25,524.138,0.048,1,2,
main,1,1,-154,-163,524.6270000000001,0.07100000000000001,2,1,
main,2,1,78,42,524.908,0.003,1,1,
main,3,1,-56,-87,525.242,0.052000000000000005,1,1,
main,4,1,-368,-364,525.684,0.159,1,1,
main,5,1,-434,190,525.989,0.023,1,1,
main,6,1,-318,-102,526.323,0.052000000000000005,1,2,
main,7,1,208,224,526.778,0.041,1,2,
main,8,1,239,-67,527.484,0.28800000000000003,1,2,
main,9,1,632,331,527.999,0.114,1,2,
main,10,1,362,151,528.514,0.11800000000000001,1,2,
main,11,1,528,111,529.023,0.096,1,2,
main,12,1,480,-140,529.549,0.11,1,2,
main,13,1,208,-188,529.997,0.038,1,2,
main,14,1,90,136,530.6850000000001,0.277,1,1,
main,15,1,-433,-21,531.248,0.281,1,1,
main,16,1,-680,-38,531.613,0.082,1,2,
main,17,1,199,-266,532.091,0.067,1,2,
main,18,1,278,139,532.726,0.219,1,1,
main,19,1,-201,1,533.027,0.018000000000000002,2,2,
main,20,1,-261,-132,533.641,0.20400000000000001,1,1,
main,21,1,-563,-121,534.058,0.133,1,1,
main,22,1,-218,-59,534.441,0.11,1,2,
main,23,1,302,51,534.895,0.043000000000000003,1,2,
main,24,1,366,359,535.453,0.146,2,1,
main,25,1,640,147,535.931,0.198,2,2,
main,26,1,-460,-194,536.3530000000001,0.006,2,2,
main,27,1,-424,262,536.871,0.113,1,1,
main,28,1,-144,4,537.227,0.07100000000000001,1,1,
main,29,1,-41,134,537.522,0.015,1,1,
main,30,1,-144,224,537.813,0.01,1,1,
main,31,1,-185,-116,538.107,0.015,1,1,
main,32,1,-503,47,538.537,0.153,1,1,
main,33,1,-183,213,538.837,0.021,1,1,
main,34,1,-339,7,539.149,0.031,1,1,
main,35,1,-274,-180,539.444,0.022,1,1,
main,36,1,-429,70,539.754,0.025,1,1,
main,37,1,-469,174,540.051,0.016,1,1,
main,38,1,-148,-318,540.354,0.027,1,1,
main,39,1,-323,-61,540.67,0.043000000000000003,1,1,
main,40,1,-545,-126,540.993,0.044,1,1,
main,41,1,-407,188,541.279,0.008,1,1,
main,42,1,-183,249,541.583,0.026000000000000002,1,1,
main,43,1,-467,-47,541.875,0.011,1,1,
main,44,1,-486,-110,542.1800000000001,0.025,1,1,
main,45,1,-279,313,542.5120000000001,0.049,1,1,
main,46,1,-494,173,542.856,0.068,1,1,
main,47,1,-127,27,543.139,0.001,1,1,
main,48,1,-149,-50,543.439,0.024,1,2,
main,49,1,99,-163,543.873,0.028,1,2,
main,50,1,247,57,544.473,0.185,1,2,
main,51,1,7,96,544.952,0.065,1,2,
main,52,1,680,107,545.5310000000001,0.165,1,2,
main,53,1,309,-4,546.13,0.187,1,2,
main,54,1,25,27,546.72,0.177,1,2,
main,55,1,63,64,547.199,0.07100000000000001,1,2,
main,56,1,490,-64,547.699,0.09,1,2,
main,57,1,379,-110,548.259,0.149,1,1,
main,58,1,-262,152,548.6,0.065,1,1,
main,59,1,-354,-206,548.956,0.075,1,1,
main,60,1,-608,294,549.569,0.333,1,1,
main,61,1,-387,-41,549.883,0.036000000000000004,1,1,
main,62,1,-192,18,550.188,0.032,1,2,
main,63,1,263,241,550.625,0.034,1,2,
main,64,1,379,122,551.566,0.532,2,2,
main,65,1,-389,71,552.171,0.20600000000000002,1,1,
main,66,1,-469,-150,552.504,0.047,1,1,
main,67,1,-256,-113,552.856,0.069,1,1,
main,68,1,-255,114,553.165,0.034,1,1,
main,69,1,-33,-82,553.514,0.078,1,1,
main,70,1,-357,228,553.859,0.075,1,1,
main,71,1,-284,-124,554.16,0.02,1,1,
main,72,1,-254,190,554.482,0.038,1,1,
main,73,1,-336,83,554.807,0.05,1,1,
main,74,1,-72,68,555.119,0.027,1,1,
main,75,1,-283,-36,555.451,0.054,1,1,
main,76,1,-261,38,555.75,0.018000000000000002,1,1,
main,77,1,-586,-212,556.073,0.042,1,1,
main,78,1,-279,-153,556.383,0.029,1,1,
main,79,1,-384,83,556.696,0.034,1,1,
main,80,1,-325,207,556.9830000000001,0.004,1,2,
main,81,1,275,3,557.442,0.044,1,2,
main,82,1,410,20,557.9060000000001,0.058,1,2,
main,83,1,169,100,558.79,0.47700000000000004,2,1,
main,84,1,140,229,559.0840000000001,0.019,2,1,
main,85,1,263,12,559.384,0.024,2,1,
main,86,1,293,-157,559.665,0.004,2,1,
main,87,1,315,-111,559.964,0.021,2,1,
main,88,1,525,60,560.337,0.09,2,1,
main,89,1,212,46,560.751,0.135,2,2,
main,90,1,-283,-59,561.182,0.028,2,2,
main,91,1,-85,14,561.6850000000001,0.08600000000000001,1,2,
main,92,1,250,209,562.396,0.299,2,1,
main,93,1,-80,-82,562.735,0.061,2,2,
main,94,1,-451,-82,563.194,0.047,1,1,
main,95,1,-245,-53,563.622,0.14100000000000001,1,2,
main,96,1,300,27,564.225,0.188,2,1,
main,97,1,285,30,564.576,0.066,2,1,
main,98,1,-181,30,564.91,0.053,2,1,
main,99,1,287,-40,565.307,0.115,1,2,
main,100,1,271,-51,565.828,0.108,2,1,
main,101,1,214,105,566.405,0.297,2,1,
main,102,1,407,330,566.768,0.081,2,1,
main,103,1,273,-1,567.122,0.069,2,1,
main,104,1,167,-13,567.466,0.063,2,1,
main,105,1,346,-14,567.768,0.021,2,1,
main,106,1,391,87,568.077,0.025,2,1,
main,107,1,92,-41,568.376,0.013000000000000001,2,1,
main,108,1,546,-100,568.691,0.034,2,1,
main,109,1,359,134,569.009,0.035,2,1,
main,110,1,305,-114,569.312,0.021,2,1,
main,111,1,221,-188,569.625,0.041,2,1,
main,112,1,250,-37,570.113,0.209,2,2,
main,113,1,-517,143,570.529,0.006,2,2,
main,114,1,-510,-130,571.105,0.162,1,2,
main,115,1,323,-186,571.7040000000001,0.188,2,1,
main,116,1,417,-240,572.095,0.11,2,1,
main,117,1,314,-37,572.5360000000001,0.156,2,1,
main,118,1,239,48,572.851,0.041,2,1,
main,119,1,275,155,573.162,0.026000000000000002,2,1,
main,120,1,274,89,573.48,0.034,2,1,
main,121,1,346,44,573.782,0.021,2,1,
main,122,1,158,37,574.126,0.06,2,1,
main,123,1,256,65,574.4250000000001,0.015,2,1,
main,124,1,-19,95,574.708,0.006,2,1,
main,125,1,359,-220,575.113,0.13,2,1,
main,126,1,429,279,575.503,0.109,2,1,
main,127,1,50,-102,575.82,0.037,2,1,
main,128,1,292,111,576.139,0.037,2,2,
main,129,1,-287,89,576.618,0.07,2,2,
main,130,1,140,4,577.129,0.10200000000000001,1,1,
main,131,1,-328,-1,577.505,0.098,1,1,
main,132,1,-392,-18,577.837,0.055,1,1,
main,133,1,-357,149,578.165,0.049,1,1,
main,134,1,-261,95,578.46,0.023,1,1,
main,135,1,-241,183,578.763,0.028,1,1,
main,136,1,-503,-182,579.066,0.037,1,1,
main,137,1,-395,211,579.364,0.024,1,1,
main,138,1,-404,-198,579.669,0.03,1,2,
main,139,1,91,190,580.155,0.077,1,2,
main,140,1,204,-130,580.892,0.327,2,1,
main,141,1,126,-188,581.3100000000001,0.14300000000000002,2,1,
main,142,1,235,-228,581.641,0.05,2,1,
main,143,1,202,-53,581.984,0.063,2,1,
main,144,1,492,-248,582.47,0.203,2,1,
main,145,1,346,-199,582.861,0.108,2,1,
main,146,1,404,-161,583.641,0.503,2,1,
main,147,1,172,143,584.0550000000001,0.14,2,1,
main,148,1,408,-289,584.722,0.389,2,1,
main,149,1,366,281,585.061,0.07100000000000001,2,1,
main,150,1,427,24,585.33,0.007,2,1,
main,151,1,180,115,585.883,0.28200000000000003,2,1,
main,152,1,396,-99,586.253,0.088,2,1,
main,153,1,501,-22,586.665,0.13,2,1,
main,154,1,417,-106,586.992,0.042,2,2,
main,155,1,-323,51,587.587,0.193,2,2,
main,156,1,-202,176,588.039,0.036000000000000004,2,2,
main,157,1,-208,-151,588.63,0.171,2,2,
main,158,1,-324,206,589.063,0.022,1,1,
main,159,1,-404,-37,589.449,0.1,1,1,
main,160,1,-201,-2,589.78,0.049,1,1,
main,161,1,-506,-123,590.09,0.03,1,2,
main,162,1,97,-56,590.5600000000001,0.059000000000000004,1,2,
main,163,1,240,78,591.303,0.328,2,1,
main,164,1,252,-263,591.6850000000001,0.094,2,1,
main,165,1,371,-29,592.038,0.068,2,1,
main,166,1,584,-22,592.407,0.08700000000000001,2,1,
main,167,1,295,-78,592.861,0.17,1,2,
main,168,1,262,-15,593.389,0.115,2,1,
main,169,1,385,21,593.79,0.11800000000000001,2,1,
main,170,1,69,201,594.117,0.049,2,1,
main,171,1,237,-77,594.456,0.055,2,1,
main,172,1,251,141,594.765,0.031,2,1,
main,173,1,317,-284,595.208,0.157,2,1,
main,174,1,331,-5,595.492,0.008,2,1,
main,175,1,562,-156,595.905,0.13,2,1,
main,176,1,276,-49,596.328,0.14300000000000002,2,1,
main,177,1,164,-135,596.609,0.003,2,1,
main,178,1,245,-183,596.902,0.015,2,1,
main,179,1,612,-144,597.196,0.019,2,1,
main,180,1,135,-283,597.485,0.009000000000000001,2,1,
main,181,1,405,-60,597.779,0.019,2,1,
main,182,1,405,-62,598.187,0.132,2,1,
main,183,1,313,-148,598.473,0.005,2,1,
main,184,1,159,262,598.768,0.013000000000000001,2,1,
main,185,1,335,63,599.341,0.291,2,1,
main,186,1,216,-338,599.6610000000001,0.035,2,1,
main,187,1,324,170,599.9590000000001,0.02,2,2,
main,188,1,-200,-182,600.414,0.036000000000000004,2,2,
main,189,1,-250,-72,600.891,0.063,1,1,
main,190,1,-472,57,601.24,0.068,1,1,
main,191,1,-455,118,601.544,0.028,1,1,
main,192,1,-436,-196,601.861,0.038,1,1,
main,193,1,-288,-52,602.236,0.096,1,1,
main,194,1,-192,-116,602.58,0.064,1,1,
main,195,1,-408,38,602.9110000000001,0.056,1,1,
main,196,1,-130,133,603.235,0.06,1,1,
main,197,1,-336,-15,603.527,0.02,1,1,
main,198,1,-365,-266,603.868,0.063,1,1,
main,199,1,-267,-44,604.232,0.084,1,2,
main,200,1,341,-25,604.767,0.128,1,2,
main,1,1,-154,-163,605.549,0.378,2,1,
main,2,1,78,42,605.908,0.074,2,2,
main,3,1,-56,-87,606.562,0.242,2,2,
main,4,1,-368,-364,607.3770000000001,0.41100000000000003,2,2,
main,5,1,-434,190,608.159,0.367,1,1,
main,6,1,-318,-102,608.703,0.261,1,2,
main,7,1,208,224,609.206,0.1,1,2,
main,8,1,239,-67,609.723,0.106,2,1,
main,9,1,632,331,610.102,0.1,2,1,
main,10,1,362,151,610.439,0.056,2,1,
main,11,1,528,111,610.766,0.044,2,1,
main,12,1,480,-140,611.086,0.039,2,1,
main,13,1,208,-188,611.412,0.046,2,1,
main,14,1,90,136,611.7280000000001,0.03,2,2,
main,15,1,-433,-21,612.2,0.064,2,2,
main,16,1,-680,-38,612.625,0.015,1,2,
main,17,1,199,-266,613.135,0.099,2,1,
main,18,1,278,139,613.48,0.066,2,2,
main,19,1,-201,1,613.96,0.075,2,2,
main,20,1,-261,-132,614.489,0.125,1,1,
main,21,1,-563,-121,614.845,0.07100000000000001,1,1,
main,22,1,-218,-59,615.154,0.03,1,2,
main,23,1,302,51,615.634,0.066,1,2,
main,24,1,366,359,616.073,0.027,2,1,
main,25,1,640,147,616.576,0.224,2,2,
main,26,1,-460,-194,617.398,0.41400000000000003,1,1,
main,27,1,-424,262,617.688,0.011,1,1,
main,28,1,-144,4,618.047,0.075,1,1,
main,29,1,-41,134,618.503,0.178,1,1,
main,30,1,-144,224,619.28,0.498,1,1,
main,31,1,-185,-116,619.618,0.059000000000000004,1,1,
main,32,1,-503,47,619.95,0.053,1,1,
main,33,1,-183,213,620.282,0.049,1,1,
main,34,1,-339,7,620.61,0.048,1,1,
main,35,1,-274,-180,620.934,0.04,1,1,
main,36,1,-429,70,621.263,0.046,1,1,
main,37,1,-469,174,621.591,0.056,1,1,
main,38,1,-148,-318,621.922,0.049,1,1,
main,39,1,-323,-61,622.247,0.043000000000000003,1,1,
main,40,1,-545,-126,622.571,0.045,1,1,
main,41,1,-407,188,622.881,0.034,1,1,
main,42,1,-183,249,623.205,0.04,1,1,
main,43,1,-467,-47,623.521,0.037,1,1,
main,44,1,-486,-110,623.843,0.036000000000000004,1,1,
main,45,1,-279,313,624.165,0.039,1,1,
main,46,1,-494,173,624.489,0.041,1,1,
main,47,1,-127,27,625.018,0.243,1,1,
main,48,1,-149,-50,625.332,0.03,1,2,
main,49,1,99,-163,625.801,0.062,1,2,
main,50,1,247,57,626.374,0.154,2,1,
main,51,1,7,96,626.722,0.067,2,1,
main,52,1,680,107,627.215,0.215,2,1,
main,53,1,309,-4,627.542,0.039,2,1,
main,54,1,25,27,627.851,0.03,2,1,
main,55,1,63,64,628.182,0.054,2,1,
main,56,1,490,-64,628.499,0.05,2,1,
main,57,1,379,-110,628.837,0.07100000000000001,2,2,
main,58,1,-262,152,629.3580000000001,0.116,2,2,
main,59,1,-354,-206,629.8770000000001,0.105,1,1,
main,60,1,-608,294,630.25,0.092,1,1,
main,61,1,-387,-41,630.613,0.076,1,1,
main,62,1,-192,18,631.019,0.123,1,2,
main,63,1,263,241,631.5310000000001,0.105,1,2,
main,64,1,379,122,632.099,0.16,1,1,
main,65,1,-389,71,632.538,0.162,1,1,
main,66,1,-469,-150,632.883,0.062,1,1,
main,67,1,-256,-113,633.227,0.066,1,1,
main,68,1,-255,114,633.5600000000001,0.052000000000000005,1,1,
main,69,1,-33,-82,633.931,0.089,1,1,
main,70,1,-357,228,634.322,0.107,1,1,
main,71,1,-284,-124,634.666,0.059000000000000004,1,1,
main,72,1,-254,190,634.984,0.038,1,1,
main,73,1,-336,83,635.303,0.043000000000000003,1,1,
main,74,1,-72,68,635.648,0.066,1,1,
main,75,1,-283,-36,635.967,0.036000000000000004,1,1,
main,76,1,-261,38,636.295,0.051000000000000004,1,1,
main,77,1,-586,-212,636.616,0.041,1,1,
main,78,1,-279,-153,636.974,0.083,1,1,
main,79,1,-384,83,637.294,0.04,1,1,
main,80,1,-325,207,637.648,0.08,1,2,
main,81,1,275,3,638.2230000000001,0.182,1,2,
main,82,1,410,20,638.8100000000001,0.188,2,1,
main,83,1,169,100,639.339,0.248,2,1,
main,84,1,140,229,639.652,0.032,2,1,
main,85,1,263,12,640.061,0.128,2,1,
main,86,1,293,-157,640.375,0.04,2,1,
main,87,1,315,-111,640.708,0.05,2,1,
main,88,1,525,60,641.006,0.015,2,1,
main,89,1,212,46,641.298,0.013000000000000001,2,2,
main,90,1,-283,-59,641.764,0.054,2,2,
main,91,1,-85,14,642.301,0.138,1,2,
main,92,1,250,209,642.85,0.14400000000000002,2,1,
main,93,1,-80,-82,643.154,0.025,2,2,
main,94,1,-451,-82,643.77,0.20800000000000002,1,1,
main,95,1,-245,-53,644.191,0.137,1,2,
main,96,1,300,27,644.648,0.047,1,2,
main,97,1,285,30,645.105,0.045,1,2,
main,98,1,-181,30,645.76,0.23900000000000002,2,1,
main,99,1,287,-40,646.122,0.084,2,1,
main,100,1,271,-51,646.529,0.128,2,1,
main,101,1,214,105,646.8580000000001,0.046,2,1,
main,102,1,407,330,647.182,0.039,2,1,
main,103,1,273,-1,647.492,0.03,2,1,
main,104,1,167,-13,647.8000000000001,0.03,2,1,
main,105,1,346,-14,648.107,0.028,2,1,
main,106,1,391,87,648.393,0.003,2,1,
main,107,1,92,-41,648.708,0.032,2,1,
main,108,1,546,-100,649,0.011,2,1,
main,109,1,359,134,649.325,0.042,2,1,
main,110,1,305,-114,649.619,0.015,2,1,
main,111,1,221,-188,649.95,0.048,2,1,
main,112,1,250,-37,650.402,0.168,2,2,
main,113,1,-517,143,650.942,0.124,2,2,
main,114,1,-510,-130,651.64,0.29,2,1,
main,115,1,323,-186,652.047,0.12,2,1,
main,116,1,417,-240,652.469,0.14100000000000001,2,1,
main,117,1,314,-37,652.802,0.055,2,1,
main,118,1,239,48,653.184,0.113,2,1,
main,119,1,275,155,653.625,0.178,2,1,
main,120,1,274,89,654.039,0.14200000000000002,2,1,
main,121,1,346,44,654.41,0.094,2,1,
main,122,1,158,37,654.76,0.069,2,1,
main,123,1,256,65,655.143,0.101,2,1,
main,124,1,-19,95,655.476,0.053,2,1,
main,125,1,359,-220,655.826,0.076,2,1,
main,126,1,429,279,656.158,0.056,2,1,
main,127,1,50,-102,656.567,0.133,2,1,
main,128,1,292,111,656.991,0.149,2,2,
main,129,1,-287,89,657.774,0.369,1,1,
main,130,1,140,4,658.16,0.105,1,1,
main,131,1,-328,-1,658.495,0.056,1,1,
main,132,1,-392,-18,658.895,0.124,1,1,
main,133,1,-357,149,659.273,0.096,1,1,
main,134,1,-261,95,659.654,0.098,1,1,
main,135,1,-241,183,660.101,0.165,1,1,
main,136,1,-503,-182,660.672,0.296,2,2,
main,137,1,-395,211,661.23,0.15,1,1,
main,138,1,-404,-198,661.622,0.114,1,2,
main,139,1,91,190,662.0310000000001,0.002,1,2,
main,140,1,204,-130,662.638,0.192,2,1,
main,141,1,126,-188,663.073,0.156,2,1,
main,142,1,235,-228,663.639,0.28500000000000003,2,1,
main,143,1,202,-53,664.0020000000001,0.08600000000000001,2,1,
main,144,1,492,-248,664.412,0.13,2,1,
main,145,1,346,-199,664.753,0.061,2,1,
main,146,1,404,-161,665.096,0.061,2,1,
main,147,1,172,143,665.443,0.067,2,1,
main,148,1,408,-289,665.788,0.062,2,1,
main,149,1,366,281,666.308,0.23700000000000002,2,1,
main,150,1,427,24,666.605,0.014,2,1,
main,151,1,180,115,666.938,0.05,2,1,
main,152,1,396,-99,667.256,0.037,2,1,
main,153,1,501,-22,667.7090000000001,0.178,2,1,
main,154,1,417,-106,668.009,0.02,2,2,
main,155,1,-323,51,668.472,0.052000000000000005,2,2,
main,156,1,-202,176,668.931,0.043000000000000003,1,1,
main,157,1,-208,-151,669.265,0.055,1,1,
main,158,1,-324,206,669.563,0.015,1,1,
main,159,1,-404,-37,669.868,0.022,1,1,
main,160,1,-201,-2,670.283,0.14,1,1,
main,161,1,-506,-123,670.58,0.017,1,2,
main,162,1,97,-56,671.046,0.055,1,2,
main,163,1,240,78,671.622,0.165,2,1,
main,164,1,252,-263,671.965,0.073,2,1,
main,165,1,371,-29,672.289,0.059000000000000004,2,1,
main,166,1,584,-22,672.62,0.06,2,1,
main,167,1,295,-78,672.952,0.053,2,1,
main,168,1,262,-15,673.277,0.041,2,1,
main,169,1,385,21,673.625,0.07200000000000001,2,1,
main,170,1,69,201,673.957,0.054,2,1,
main,171,1,237,-77,674.297,0.063,2,1,
main,172,1,251,141,674.645,0.065,2,1,
main,173,1,317,-284,674.964,0.038,2,1,
