Version:,3,Orginal File Name:,CT-JT1.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15,IP: ::1,Time:,2018_6_29_19_44,Parameter File:,None:FromPsyToolkit
trial_type,trial_number,block_num,egg_x_position,egg_y_position,absolute_time_sec,response_time_sec,response,result
main,207,3,314,-82,217.78300000000002,0.053,2,1,
main,208,3,271,-180,218.113,0.054,2,2,
main,209,3,-613,114,218.33,0.021,2,2,
main,210,3,-325,-47,218.54500000000002,0.022,2,1,
main,211,3,165,16,218.87,0.051000000000000004,2,1,
main,212,3,505,-177,219.196,0.054,2,1,
main,213,3,493,-184,219.522,0.056,2,1,
main,214,3,504,-72,219.839,0.047,2,1,
main,215,3,167,-63,220.165,0.06,2,2,
main,216,3,-345,128,220.377,0.024,2,2,
main,217,3,-208,217,220.602,0.034,2,2,
main,218,3,-409,-34,220.81,0.017,2,2,
main,219,3,-313,4,221.022,0.023,2,2,
main,220,3,-216,-132,221.23600000000002,0.024,2,2,
main,221,3,-405,-60,221.455,0.026000000000000002,2,1,
main,222,3,377,-81,221.775,0.05,2,1,
main,223,3,362,-104,222.103,0.055,2,1,
main,224,3,334,380,222.429,0.055,2,1,
main,225,3,92,-65,222.756,0.054,2,1,
main,226,3,176,8,223.079,0.053,2,1,
main,227,3,365,-56,223.405,0.053,2,1,
main,228,3,366,-260,223.727,0.051000000000000004,2,1,
main,229,3,147,46,224.054,0.057,2,1,
main,230,3,67,-59,224.381,0.054,2,1,
main,231,3,392,236,224.705,0.052000000000000005,2,2,
main,232,3,-367,-27,224.922,0.025,2,2,
main,233,3,-356,170,225.142,0.028,2,2,
main,234,3,-114,50,225.356,0.021,2,1,
main,235,3,178,-52,225.68200000000002,0.056,2,1,
main,236,3,556,-124,226.01,0.064,2,2,
main,237,3,-417,14,226.23000000000002,0.025,2,1,
main,238,3,492,146,226.555,0.056,2,1,
main,239,3,196,-71,226.87800000000001,0.051000000000000004,2,1,
main,240,3,73,-236,227.203,0.061,2,1,
main,241,3,208,-40,227.534,0.067,2,1,
main,242,3,351,279,227.856,0.055,2,2,
main,243,3,-129,-291,228.07500000000002,0.029,2,2,
main,244,3,-236,24,228.291,0.023,2,2,
main,245,3,-298,102,228.511,0.027,2,2,
main,246,3,-306,79,228.728,0.028,2,1,
main,247,3,397,-166,229.048,0.053,2,1,
main,248,3,310,154,229.37800000000001,0.065,2,1,
main,249,3,405,83,229.705,0.064,2,1,
main,250,3,304,272,230.03,0.066,2,1,
main,251,3,324,-44,230.354,0.052000000000000005,2,1,
main,252,3,1,-15,230.67600000000002,0.052000000000000005,2,1,
main,253,3,387,-96,231.001,0.054,2,1,
main,254,3,222,-1,231.329,0.057,2,1,
main,255,3,289,-100,231.653,0.05,2,1,
main,256,3,265,-120,231.978,0.059000000000000004,2,1,
main,257,3,476,-81,232.305,0.053,2,1,
main,258,3,482,152,232.635,0.07200000000000001,2,2,
main,259,3,-448,64,232.852,0.029,2,2,
main,260,3,-389,144,233.068,0.027,2,2,
main,261,3,-141,3,233.28300000000002,0.026000000000000002,2,2,
main,262,3,-305,13,233.502,0.026000000000000002,2,2,
main,263,3,-269,-212,233.72,0.025,2,1,
main,264,3,494,-147,234.043,0.056,2,1,
main,265,3,7,-28,234.37300000000002,0.058,2,2,
main,266,3,-376,-54,234.591,0.025,2,2,
main,267,3,-241,73,234.811,0.025,2,2,
main,268,3,-190,-49,235.028,0.026000000000000002,2,2,
main,269,3,-449,-380,235.24800000000002,0.026000000000000002,2,2,
main,270,3,-530,-167,235.457,0.02,2,2,
main,271,3,-218,144,235.679,0.031,2,1,
main,272,3,519,-116,236.00300000000001,0.05,2,1,
main,273,3,279,15,236.33,0.055,2,1,
main,274,3,225,-104,236.65200000000002,0.054,2,1,
main,275,3,440,71,236.98000000000002,0.058,2,1,
main,276,3,34,36,237.308,0.054,2,1,
main,277,3,427,44,237.632,0.052000000000000005,2,2,
main,278,3,-336,-100,237.851,0.027,2,2,
