Orginal File Name:,CT-JT1-2018_6_29_16_55.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15,IP: ::1,Time:,2018_6_29_16_55,Parameter File:,None:FromPsyToolkit
trial_type,trial_number,block_num,egg_x_position,egg_y_position,absolute_time_sec,response_time_sec,response,result
main,227,1,222,262,132.144,0.026000000000000002,1,2,
main,228,1,502,4,132.363,0.025,1,2,
main,229,1,605,134,132.578,0.025,1,2,
main,230,1,502,224,132.79500000000002,0.025,1,2,
main,231,1,461,-116,133.012,0.024,1,2,
main,232,1,143,47,133.23,0.027,1,1,
main,233,1,-221,213,133.558,0.061,1,1,
main,234,1,-377,7,133.88400000000001,0.054,1,1,
main,235,1,-312,-180,134.205,0.052000000000000005,1,1,
main,236,1,-467,70,134.535,0.06,1,1,
main,237,1,-507,174,134.856,0.052000000000000005,1,1,
main,238,1,-186,-318,135.178,0.054,1,1,
main,239,1,-361,-61,135.50300000000001,0.056,1,1,
main,240,1,-583,-126,135.827,0.053,1,1,
main,241,1,-445,188,136.155,0.059000000000000004,1,1,
main,242,1,-221,249,136.483,0.06,1,1,
main,243,1,-505,-47,136.81,0.062,1,1,
main,244,1,-524,-110,137.138,0.062,1,1,
main,245,1,-317,313,137.464,0.058,1,2,
main,246,1,152,173,137.68200000000002,0.025,1,2,
main,247,1,519,27,137.904,0.029,1,2,
main,248,1,497,-50,138.123,0.032,1,2,
main,249,1,137,-163,138.34,0.032,1,2,
main,250,1,285,57,138.559,0.031,1,2,
main,251,1,45,96,138.779,0.035,1,2,
main,252,1,680,107,139,0.036000000000000004,1,2,
main,253,1,347,-4,139.214,0.025,1,2,
main,254,1,63,27,139.431,0.024,1,2,
main,255,1,101,64,139.643,0.022,1,2,
main,256,1,528,-64,139.857,0.025,1,2,
main,257,1,417,-110,140.074,0.029,1,2,
main,258,1,384,152,140.296,0.031,1,2,
main,259,1,292,-206,140.511,0.025,1,2,
main,260,1,38,294,140.726,0.025,1,1,
main,261,1,-425,-41,141.048,0.056,1,1,
main,262,1,-230,18,141.374,0.053,1,1,
main,263,1,-383,241,141.698,0.054,1,1,
main,264,1,-267,122,142.02,0.056,1,1,
main,265,1,-427,71,142.344,0.053,1,1,
main,266,1,-507,-150,142.672,0.061,1,1,
main,267,1,-294,-113,143.00300000000001,0.062,1,1,
main,268,1,-293,114,143.327,0.053,1,2,
main,269,1,613,-82,143.542,0.023,1,2,
main,270,1,289,228,143.764,0.03,1,2,
main,271,1,362,-124,143.984,0.028,1,1,
main,272,1,-292,190,144.309,0.058,1,1,
main,273,1,-374,83,144.63400000000001,0.053,1,1,
main,274,1,-110,68,144.96,0.057,1,1,
main,275,1,-321,-36,145.29,0.06,1,1,
main,276,1,-299,38,145.616,0.053,1,1,
main,277,1,-624,-212,145.94400000000002,0.057,1,2,
main,278,1,367,-153,146.16,0.023,1,2,
main,279,1,262,83,146.373,0.022,1,2,
main,280,1,321,207,146.588,0.022,1,2,
main,281,1,313,3,146.808,0.026000000000000002,1,2,
main,282,1,448,20,147.028,0.032,1,2,
main,283,1,207,100,147.247,0.03,1,2,
main,284,1,178,229,147.469,0.036000000000000004,1,2,
main,285,1,301,12,147.684,0.026000000000000002,1,2,
main,286,1,331,-157,147.898,0.024,1,2,
main,287,1,353,-111,148.114,0.024,1,2,
main,288,1,563,60,148.33100000000002,0.028,1,2,
main,289,1,250,46,148.547,0.022,1,2,
main,290,1,363,-59,148.764,0.026000000000000002,1,2,
main,291,1,561,14,148.983,0.032,1,2,
main,292,1,288,209,149.198,0.024,1,2,
main,293,1,-42,-82,149.41400000000002,0.026000000000000002,1,2,
main,294,1,195,-82,149.642,0.034,1,2,
main,295,1,401,-53,149.848,0.014,1,2,
main,296,1,338,27,150.064,0.024,1,2,
main,297,1,323,30,150.278,0.021,1,2,
main,298,1,-143,30,150.492,0.025,1,2,
main,299,1,325,-40,150.71,0.028,1,2,
main,300,1,309,-51,150.93,0.029,1,2,
main,301,1,252,105,151.15,0.028,1,1,
main,302,1,-239,330,151.478,0.06,1,1,
main,303,1,-373,-1,151.804,0.056,1,1,
main,304,1,-479,-13,152.131,0.057,1,1,
main,305,1,-300,-14,152.46,0.058,1,1,
main,306,1,-255,87,152.785,0.057,1,1,
main,307,1,-554,-41,153.113,0.061,1,1,
main,308,1,-100,-100,153.436,0.055,1,1,
main,309,1,-287,134,153.761,0.051000000000000004,1,1,
main,310,1,-341,-114,154.086,0.056,1,1,
main,311,1,-425,-188,154.412,0.054,1,1,
main,312,1,-396,-37,154.735,0.052000000000000005,1,1,
main,313,1,-555,143,155.06,0.055,1,1,
main,314,1,-548,-130,155.388,0.056,1,2,
main,315,1,361,-186,155.606,0.022,1,2,
main,316,1,455,-240,155.823,0.023,1,2,
main,317,1,352,-37,156.03900000000002,0.023,1,2,
main,318,1,277,48,156.255,0.026000000000000002,1,2,
main,319,1,313,155,156.474,0.029,1,2,
main,320,1,312,89,156.691,0.027,1,2,
main,321,1,384,44,156.91,0.025,1,2,
main,322,1,196,37,157.13,0.027,1,2,
main,323,1,294,65,157.342,0.023,1,2,
main,324,1,19,95,157.559,0.026000000000000002,1,2,
main,325,1,397,-220,157.776,0.028,1,1,
main,326,1,-217,279,158.102,0.062,1,1,
main,327,1,-596,-102,158.425,0.053,1,1,
main,328,1,-354,111,158.751,0.055,1,1,
main,329,1,-325,89,159.078,0.058,1,2,
main,330,1,680,4,159.293,0.025,1,2,
main,331,1,318,-1,159.50900000000001,0.024,1,2,
main,332,1,254,-18,159.726,0.028,1,2,
main,333,1,289,149,159.943,0.023,1,2,
main,334,1,385,95,160.159,0.027,1,2,
main,335,1,405,183,160.373,0.023,1,2,
main,336,1,143,-182,160.588,0.024,1,2,
main,337,1,251,211,160.805,0.027,1,2,
main,338,1,242,-198,161.025,0.03,1,2,
main,339,1,129,190,161.24,0.025,1,2,
main,340,1,242,-130,161.45600000000002,0.023,1,1,
main,341,1,-520,-188,161.781,0.053,1,1,
main,342,1,-411,-228,162.104,0.053,1,1,
main,343,1,-444,-53,162.428,0.054,1,1,
main,344,1,-154,-248,162.757,0.06,1,1,
main,345,1,-300,-199,163.084,0.059000000000000004,1,1,
main,346,1,-242,-161,163.417,0.061,1,1,
main,347,1,-474,143,163.743,0.057,1,1,
main,348,1,-238,-289,164.071,0.06,1,1,
main,349,1,-280,281,164.397,0.054,1,1,
main,350,1,-219,24,164.721,0.056,1,1,
main,351,1,-466,115,165.046,0.056,1,1,
main,352,1,-250,-99,165.37,0.055,1,1,
main,353,1,-145,-22,165.696,0.054,1,1,
main,354,1,-229,-106,166.022,0.059000000000000004,1,1,
main,355,1,-361,51,166.344,0.052000000000000005,1,1,
main,356,1,-240,176,166.668,0.054,1,1,
main,357,1,-246,-151,166.995,0.06,1,1,
main,358,1,-362,206,167.32,0.059000000000000004,1,1,
main,359,1,-442,-37,167.642,0.052000000000000005,1,1,
main,360,1,-239,-2,167.963,0.051000000000000004,1,1,
main,361,1,-544,-123,168.285,0.052000000000000005,1,1,
main,362,1,-549,-56,168.609,0.063,1,1,
main,363,1,-406,78,168.936,0.059000000000000004,1,1,
main,364,1,-394,-263,169.261,0.054,1,1,
main,365,1,-275,-29,169.591,0.059000000000000004,1,1,
main,366,1,-62,-22,169.91400000000002,0.052000000000000005,1,1,
main,367,1,-351,-78,170.24,0.064,1,1,
main,368,1,-384,-15,170.573,0.061,1,1,
main,369,1,-261,21,170.893,0.049,1,1,
main,370,1,-577,201,171.21800000000002,0.054,1,2,
