Version:,2,Orginal File Name:,CT-JTCTTEST-T2.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15,IP: ::1,Time:,2018_6_29_19_56,Parameter File:,None:FromPsyToolkit
trial_type,trial_number,block_num,egg_x_position,egg_y_position,absolute_time_sec,response_time_sec,response,result
main,323,2,109,-143,152.16,0.054,2,1,
main,324,2,522,-88,152.49,0.07100000000000001,2,1,
main,325,2,69,178,152.81,0.055,2,1,
main,326,2,224,43,153.139,0.065,2,1,
main,327,2,273,156,153.471,0.07200000000000001,2,1,
main,328,2,272,74,153.797,0.061,2,1,
main,329,2,313,-437,154.125,0.065,2,1,
main,330,2,453,-254,154.447,0.058,2,1,
main,331,2,183,-136,154.773,0.069,2,2,
main,332,2,-188,-2,154.991,0.026000000000000002,2,2,
main,333,2,24,-34,155.205,0.03,2,2,
main,334,2,39,330,155.417,0.028,2,2,
main,335,2,-600,-47,155.631,0.033,2,2,
main,336,2,-387,244,155.849,0.03,2,2,
main,337,2,-178,8,156.066,0.037,2,2,
main,338,2,22,-321,156.284,0.03,2,2,
main,339,2,-234,175,156.501,0.032,2,2,
main,340,2,-193,178,156.72,0.031,2,2,
main,341,2,-366,23,156.934,0.031,2,2,
main,342,2,-247,-148,157.151,0.029,2,2,
main,343,2,-87,72,157.371,0.035,2,2,
main,344,2,-475,40,157.592,0.031,2,2,
main,345,2,-330,-315,157.80700000000002,0.031,2,1,
main,346,2,284,-5,158.13400000000001,0.064,2,1,
main,347,2,519,-306,158.461,0.068,2,1,
main,348,2,139,215,158.791,0.07200000000000001,2,1,
main,349,2,495,161,159.114,0.059000000000000004,2,1,
main,350,2,114,8,159.443,0.058,2,1,
main,351,2,380,323,159.766,0.057,2,1,
main,352,2,459,-50,160.088,0.054,2,1,
main,353,2,205,324,160.41400000000002,0.066,2,1,
main,354,2,693,138,160.738,0.06,2,1,
main,355,2,194,-223,161.06,0.062,2,2,
main,356,2,-336,-120,161.278,0.034,2,2,
main,357,2,-244,-42,161.492,0.031,2,2,
main,358,2,-429,-164,161.713,0.037,2,1,
main,359,2,335,60,162.041,0.064,2,1,
main,360,2,386,175,162.365,0.061,2,2,
main,361,2,-533,154,162.584,0.029,2,2,
